COUNTRY, TERMINAL, SENSOR,TEMPRED,TEMPYELLOW,TEMPBLUE, X, Y, Z, TIMESTAMPDATE, TIMESTAMPTIME
108,1,1,2218,2181,2237,464,477,488,1-30-2017,17:02
108,1,1,2218,2181,2243,465,478,489,1-30-2017,17:05
108,1,1,2218,2181,2237,466,479,491,1-30-2017,17:08
108,1,1,2218,2181,2237,464,476,488,1-30-2017,17:11
108,1,1,2218,2181,2237,463,475,487,1-30-2017,17:14
108,1,1,2218,2181,2237,465,477,488,1-30-2017,17:17
108,1,1,2218,2181,2237,467,480,491,1-30-2017,17:20
108,1,1,2212,2181,2231,459,474,483,1-30-2017,17:23
108,1,1,2212,2181,2231,461,473,485,1-30-2017,17:26
108,1,1,2212,2181,2231,460,472,484,1-30-2017,17:29
108,1,1,2212,2181,2231,464,476,487,1-30-2017,17:32
108,1,1,2212,2187,2225,462,475,487,1-30-2017,17:35
108,1,1,2212,2181,2225,464,475,487,1-30-2017,17:38
108,1,1,2212,2187,2225,467,480,491,1-30-2017,17:41
108,1,1,2212,2181,2225,464,476,488,1-30-2017,17:44
108,1,1,2212,2181,2225,466,478,489,1-30-2017,17:47
108,1,1,2212,2181,2225,468,481,493,1-30-2017,17:50
108,1,1,2212,2187,2225,458,473,482,1-30-2017,17:53
108,1,1,2206,2187,2225,465,477,489,1-30-2017,17:56
108,1,1,2212,2187,2225,464,477,488,1-30-2017,17:59
108,1,1,2212,2187,2225,463,476,487,1-30-2017,18:02
108,1,1,2212,2187,2225,464,477,488,1-30-2017,18:05
108,1,1,2206,2187,2225,466,479,490,1-30-2017,18:08
108,1,1,2206,2187,2225,468,480,492,1-30-2017,18:11
108,1,1,2206,2187,2225,467,479,491,1-30-2017,18:14
108,1,1,2206,2187,2225,464,476,488,1-30-2017,18:17
108,1,1,2212,2187,2225,464,476,488,1-30-2017,18:20
108,1,1,2206,2187,2225,463,475,487,1-30-2017,18:23
108,1,1,2206,2187,2218,464,475,488,1-30-2017,18:26
108,1,1,2206,2187,2218,468,481,492,1-30-2017,18:29
108,1,1,2206,2187,2218,464,476,488,1-30-2017,18:32
108,1,1,2206,2187,2218,466,478,489,1-30-2017,18:35
